Variable1,Variable2,Correlation,P-Value,Significant
WMS Correct,DERS_Lack of Emotional Clarity Norm,-0.10084501494103376,0.3334865639151061,False
WMS Correct,DERS_Non-Acceptance of Emotional Reactions,0.031194675392272282,0.7653448017354509,False
WMS Correct,DERS_Problems with Goal-Oriented Behavior,-0.10228079972743123,0.3266141881152494,False
WMS Correct,DERS_Impulse Control Problems,-0.10322562748991762,0.3221415128472556,False
WMS Correct,DERS_Lack of Emotional Awareness,-0.1553426581830214,0.1349032101045014,False
WMS Correct,DERS_Limited Access to Emotion Regulation Strategies,-0.1233359599061352,0.23628844362088636,False
WMS Correct,DERS_Lack of Emotional Clarity,-0.10234893885958242,0.3262903061053201,False
WMS Correct,CERQ_Self-Blame Norm,0.011254319959941967,0.9142668877489998,False
WMS Correct,CERQ_Acceptance Norm,0.02800993780929216,0.7887105156389698,False
WMS Correct,CERQ_Rumination Norm,0.08678353541818863,0.40557239654702887,False
WMS Correct,CERQ_Positive Refocusing Norm,0.18184678001105606,0.07940701183487868,False
WMS Correct,CERQ_Refocusing on Planning Norm,0.2918877909145819,0.004310015870645281,False
WMS Correct,CERQ_Positive Reappraisal Norm,0.163907257941546,0.11443396632211184,False
WMS Correct,CERQ_Putting into Perspective Norm,0.1503016767999278,0.14818866207922937,False
WMS Correct,CERQ_Catastrophizing Norm,-0.048604331580997105,0.64178360845124,False
WMS Correct,CERQ_Other-Blame Norm,0.018945917750513776,0.8561744833519094,False
WMS Correct,CERQ_Self-Blame,0.011254319959941972,0.9142668877489998,False
WMS Correct,CERQ_Acceptance,0.028014798234184447,0.7886747070986003,False
WMS Correct,CERQ_Rumination,0.08678442055232853,0.4055675890760306,False
WMS Correct,CERQ_Positive Refocusing,0.18184664346934756,0.07940724130788056,False
WMS Correct,CERQ_Refocusing on Planning,0.29188738809913084,0.004310071778383043,False
WMS Correct,CERQ_Positive Reappraisal,0.1639072579415457,0.11443396632211184,False
WMS Correct,CERQ_Putting into Perspective,0.15029782803576783,0.1481991678966787,False
WMS Correct,CERQ_Catastrophizing,-0.04860316932692006,0.6417915834901039,False
WMS Correct,CERQ_Other-Blame,0.018944748997828324,0.8561832606457709,False
DigitSpan_Forwards_Span,Age,-0.10129030768723679,0.3313454243903952,False
DigitSpan_Forwards_Span,Sex_f1_m2,0.01678381423250085,0.8724406283993598,False
DigitSpan_Forwards_Span,Group_MDD1_HC2,0.06606273299793695,0.5269793970738955,False
DigitSpan_Forwards_Span,Factor1,0.06189893294025964,0.5534010637425656,False
DigitSpan_Forwards_Span,Factor2,0.05271501332923202,0.6138371973471198,False
DigitSpan_Forwards_Span,Factor3,-0.028808474069092434,0.7828333472797097,False
DigitSpan_Forwards_Span,Factor4,0.029681011852247564,0.7764254531202169,False
DigitSpan_Forwards_Span,Factor5,-0.05012788822383175,0.6313646526084701,False
DigitSpan_Forwards_Span,BVAQ_New,0.07900320531162114,0.4491097268956564,False
DigitSpan_Forwards_Span,BDI-II Sum score,-0.07460951634396659,0.4748040252181493,False
DigitSpan_Forwards_Span,STAI2,-0.14575275140678134,0.16100021836955092,False
DigitSpan_Forwards_Span,STAI1,-0.16741741884623595,0.10677501949706404,False
DigitSpan_Forwards_Span,WMS Correct Norm,0.19349964581061369,0.06167159584078329,False
DigitSpan_Forwards_Span,WMS Correct,0.22702703488316864,0.027773134654773206,False
DigitSpan_Forwards_Span,DigitSpan_Forwards_Span,1.0,0.0,True
DigitSpan_Forwards_Span,DigitSpan_ForwardsTotal Score,0.955427885009933,1.5568981407070893e-50,True
DigitSpan_Forwards_Span,DigitSpan_Backwards_Span,0.613623227886962,4.841979225361161e-11,True
DigitSpan_Forwards_Span,DigitSpan_Backwards_Total Score,0.6156103889098072,4.0296552509904734e-11,True
DigitSpan_Forwards_Span,DERS_Total Score,-0.1508777587359187,0.14662245638914342,False
DigitSpan_Forwards_Span,DERS_Total Score Norm,-0.15043273583916666,0.14783124933398378,False
DigitSpan_Forwards_Span,DERS_Non-Acceptance of Emotional Reactions Norm,-0.07264169151144827,0.4865641012917087,False
DigitSpan_Forwards_Span,DERS_Problems with Goal-Oriented Behavior Norm,-0.17050565028792283,0.1003725186117235,False
DigitSpan_Forwards_Span,DERS_Impulse Control Problems Norm,-0.14554042452884147,0.16161770702345848,False
DigitSpan_Forwards_Span,DERS_Lack of Emotional Awareness Norm,-0.1784151673299461,0.0853438029865261,False
DigitSpan_Forwards_Span,DERS_Limited Access to Emotion Regulation Strategies Norm,-0.09511837655954612,0.36180152461778725,False
DigitSpan_Forwards_Span,DERS_Lack of Emotional Clarity Norm,-0.07445017149407991,0.4757505508634037,False
DigitSpan_Forwards_Span,DERS_Non-Acceptance of Emotional Reactions,-0.07266627384425005,0.48641624402380446,False
DigitSpan_Forwards_Span,DERS_Problems with Goal-Oriented Behavior,-0.16954556859775152,0.10232986293923119,False
DigitSpan_Forwards_Span,DERS_Impulse Control Problems,-0.14730879737686786,0.15652832721897655,False
DigitSpan_Forwards_Span,DERS_Lack of Emotional Awareness,-0.17544081651552562,0.09077031850625561,False
DigitSpan_Forwards_Span,DERS_Limited Access to Emotion Regulation Strategies,-0.09496256584722011,0.36259205925409643,False
DigitSpan_Forwards_Span,DERS_Lack of Emotional Clarity,-0.07580079891619415,0.4677600034961778,False
DigitSpan_Forwards_Span,CERQ_Self-Blame Norm,-0.043391594770019526,0.677948728603133,False
DigitSpan_Forwards_Span,CERQ_Acceptance Norm,0.1240303093068515,0.23364019546427828,False
DigitSpan_Forwards_Span,CERQ_Rumination Norm,-0.0858939651442094,0.4104208714324169,False
DigitSpan_Forwards_Span,CERQ_Positive Refocusing Norm,0.1000523319356141,0.3373197647285288,False
DigitSpan_Forwards_Span,CERQ_Refocusing on Planning Norm,0.24304023110240813,0.01825809169580029,False
DigitSpan_Forwards_Span,CERQ_Positive Reappraisal Norm,0.13148423589698915,0.2065091845637267,False
DigitSpan_Forwards_Span,CERQ_Putting into Perspective Norm,0.09907479206137086,0.34208507497434215,False
DigitSpan_Forwards_Span,CERQ_Catastrophizing Norm,-0.09266218126360921,0.37438699518440505,False
DigitSpan_Forwards_Span,CERQ_Other-Blame Norm,0.08812329414935624,0.39833410198154584,False
DigitSpan_Forwards_Span,CERQ_Self-Blame,-0.04339159477001944,0.6779487286031347,False
DigitSpan_Forwards_Span,CERQ_Acceptance,0.12402989375138997,0.23364177417819265,False
DigitSpan_Forwards_Span,CERQ_Rumination,-0.08589458397502003,0.41041748685433393,False
DigitSpan_Forwards_Span,CERQ_Positive Refocusing,0.10004976087089328,0.33733224284474145,False
DigitSpan_Forwards_Span,CERQ_Refocusing on Planning,0.2430375726676764,0.01825940209163978,False
DigitSpan_Forwards_Span,CERQ_Positive Reappraisal,0.13148423589698885,0.2065091845637267,False
DigitSpan_Forwards_Span,CERQ_Putting into Perspective,0.09907194524842614,0.3420990141699407,False
DigitSpan_Forwards_Span,CERQ_Catastrophizing,-0.09266470847720067,0.37437391051365293,False
DigitSpan_Forwards_Span,CERQ_Other-Blame,0.0881230808322568,0.39833524833939604,False
DigitSpan_ForwardsTotal Score,Age,-0.09567764302797391,0.3589727429910797,False
DigitSpan_ForwardsTotal Score,Sex_f1_m2,-0.004862208955982236,0.9629034533873588,False
DigitSpan_ForwardsTotal Score,Group_MDD1_HC2,0.13803807630206674,0.1845803504895531,False
DigitSpan_ForwardsTotal Score,Factor1,0.10554405924763995,0.31133384095309696,False
DigitSpan_ForwardsTotal Score,Factor2,0.07953310718128344,0.44606419737415626,False
DigitSpan_ForwardsTotal Score,Factor3,-0.07999477591334775,0.4434202843314293,False
DigitSpan_ForwardsTotal Score,Factor4,0.061791588433267076,0.5540905738033105,False
DigitSpan_ForwardsTotal Score,Factor5,-0.11607921172140732,0.26521796771423095,False
DigitSpan_ForwardsTotal Score,BVAQ_New,0.03713756843477674,0.722314591018279,False
DigitSpan_ForwardsTotal Score,BDI-II Sum score,-0.14774540778893752,0.15529036559180834,False
DigitSpan_ForwardsTotal Score,STAI2,-0.2109000561627895,0.041310099644997704,False
DigitSpan_ForwardsTotal Score,STAI1,-0.22678780279791905,0.027942343112483392,False
DigitSpan_ForwardsTotal Score,WMS Correct Norm,0.21318228807778528,0.039112331071005105,False
DigitSpan_ForwardsTotal Score,WMS Correct,0.23232355793804627,0.024243537615709097,False
DigitSpan_ForwardsTotal Score,DigitSpan_Forwards_Span,0.955427885009933,1.5568981407070893e-50,True
DigitSpan_ForwardsTotal Score,DigitSpan_ForwardsTotal Score,1.0,0.0,True
DigitSpan_ForwardsTotal Score,DigitSpan_Backwards_Span,0.6434462864466824,2.6701841017766286e-12,True
DigitSpan_ForwardsTotal Score,DigitSpan_Backwards_Total Score,0.6461064474818999,2.0302013723637713e-12,True
DigitSpan_ForwardsTotal Score,DERS_Total Score,-0.18953351441198565,0.06730521922896392,False
DigitSpan_ForwardsTotal Score,DERS_Total Score Norm,-0.18718441644401437,0.07083379743563557,False
DigitSpan_ForwardsTotal Score,DERS_Non-Acceptance of Emotional Reactions Norm,-0.11245263698989716,0.28053953368581924,False
DigitSpan_ForwardsTotal Score,DERS_Problems with Goal-Oriented Behavior Norm,-0.22357858090048674,0.030298053158401617,False
DigitSpan_ForwardsTotal Score,DERS_Impulse Control Problems Norm,-0.10742384040798669,0.3027457299302653,False
DigitSpan_ForwardsTotal Score,DERS_Lack of Emotional Awareness Norm,-0.20003935834658224,0.05322506339832111,False
DigitSpan_ForwardsTotal Score,DERS_Limited Access to Emotion Regulation Strategies Norm,-0.13689515175965664,0.1882771737510238,False
DigitSpan_ForwardsTotal Score,DERS_Lack of Emotional Clarity Norm,-0.1259232126172544,0.22652599892187497,False
DigitSpan_ForwardsTotal Score,DERS_Non-Acceptance of Emotional Reactions,-0.1140197544238931,0.2738477266389442,False
DigitSpan_ForwardsTotal Score,DERS_Problems with Goal-Oriented Behavior,-0.22233291003690114,0.03125659048219209,False
DigitSpan_ForwardsTotal Score,DERS_Impulse Control Problems,-0.10999151446151731,0.2912676502922338,False
DigitSpan_ForwardsTotal Score,DERS_Lack of Emotional Awareness,-0.20126444489609294,0.05175371629055595,False
DigitSpan_ForwardsTotal Score,DERS_Limited Access to Emotion Regulation Strategies,-0.13672628651135704,0.18882789660732982,False
DigitSpan_ForwardsTotal Score,DERS_Lack of Emotional Clarity,-0.12740959337117364,0.22104722300704926,False
DigitSpan_ForwardsTotal Score,CERQ_Self-Blame Norm,-0.12158141091097556,0.24307310603903007,False
DigitSpan_ForwardsTotal Score,CERQ_Acceptance Norm,0.11181503693460086,0.2832931755802795,False
DigitSpan_ForwardsTotal Score,CERQ_Rumination Norm,-0.10964946195663539,0.29277985852529254,False
DigitSpan_ForwardsTotal Score,CERQ_Positive Refocusing Norm,0.1072977803154201,0.3033167625936622,False
DigitSpan_ForwardsTotal Score,CERQ_Refocusing on Planning Norm,0.23584919456545425,0.022112357764020582,False
DigitSpan_ForwardsTotal Score,CERQ_Positive Reappraisal Norm,0.17875143234501256,0.0847468949840254,False
DigitSpan_ForwardsTotal Score,CERQ_Putting into Perspective Norm,0.12865444192096773,0.21653115996996777,False
DigitSpan_ForwardsTotal Score,CERQ_Catastrophizing Norm,-0.12884285657572123,0.21585336175785858,False
DigitSpan_ForwardsTotal Score,CERQ_Other-Blame Norm,0.06394335437861243,0.5403485801119772,False
DigitSpan_ForwardsTotal Score,CERQ_Self-Blame,-0.12158141091097543,0.24307310603903007,False
DigitSpan_ForwardsTotal Score,CERQ_Acceptance,0.11181519627850033,0.2832924851701939,False
DigitSpan_ForwardsTotal Score,CERQ_Rumination,-0.10965032905774648,0.29277601854345714,False
DigitSpan_ForwardsTotal Score,CERQ_Positive Refocusing,0.1072946691042892,0.3033308647950662,False
DigitSpan_ForwardsTotal Score,CERQ_Refocusing on Planning,0.23584646043352728,0.022113946280025037,False
DigitSpan_ForwardsTotal Score,CERQ_Positive Reappraisal,0.1787514323450123,0.08474689498402554,False
DigitSpan_ForwardsTotal Score,CERQ_Putting into Perspective,0.12865180145950825,0.21654066939341265,False
DigitSpan_ForwardsTotal Score,CERQ_Catastrophizing,-0.12884518194094025,0.21584500594559589,False
DigitSpan_ForwardsTotal Score,CERQ_Other-Blame,0.06394278024726285,0.5403522242473678,False
DigitSpan_Backwards_Span,Age,-0.16790349515102324,0.10574669911368521,False
DigitSpan_Backwards_Span,Sex_f1_m2,0.04211326022591219,0.6869342417526516,False
DigitSpan_Backwards_Span,Group_MDD1_HC2,0.10195657791260421,0.3281581071556062,False
DigitSpan_Backwards_Span,Factor1,-0.0315214654695465,0.7629586631715428,False
DigitSpan_Backwards_Span,Factor2,-0.0003869350603477702,0.9970468129310199,False
DigitSpan_Backwards_Span,Factor3,0.05337148437189391,0.6094234774281142,False
DigitSpan_Backwards_Span,Factor4,-0.0693038916115436,0.5068602309349597,False
DigitSpan_Backwards_Span,Factor5,-0.033267151158996686,0.750250110059123,False
DigitSpan_Backwards_Span,BVAQ_New,-0.00980070668460237,0.9253059772095609,False
DigitSpan_Backwards_Span,BDI-II Sum score,-0.12000981491724329,0.24926363981327773,False
DigitSpan_Backwards_Span,STAI2,-0.20766777411246695,0.044597974396402736,False
DigitSpan_Backwards_Span,STAI1,-0.2625172723756911,0.010583932676861425,False
DigitSpan_Backwards_Span,WMS Correct Norm,0.245946798790002,0.01687296636386591,False
DigitSpan_Backwards_Span,WMS Correct,0.2770146868079599,0.00687303650432184,False
DigitSpan_Backwards_Span,DigitSpan_Forwards_Span,0.613623227886962,4.841979225361161e-11,True
DigitSpan_Backwards_Span,DigitSpan_ForwardsTotal Score,0.6434462864466824,2.6701841017766286e-12,True
DigitSpan_Backwards_Span,DigitSpan_Backwards_Span,1.0,0.0,True
DigitSpan_Backwards_Span,DigitSpan_Backwards_Total Score,0.9327200938814637,1.56648541396794e-42,True
DigitSpan_Backwards_Span,DERS_Total Score,-0.19354626059716817,0.06160773965523989,False
DigitSpan_Backwards_Span,DERS_Total Score Norm,-0.2022990331262051,0.05053738175420051,False
DigitSpan_Backwards_Span,DERS_Non-Acceptance of Emotional Reactions Norm,-0.17146543867504618,0.09844523526769584,False
DigitSpan_Backwards_Span,DERS_Problems with Goal-Oriented Behavior Norm,-0.140096935368751,0.17805474274418281,False
DigitSpan_Backwards_Span,DERS_Impulse Control Problems Norm,-0.13726375133489446,0.18707910474357867,False
DigitSpan_Backwards_Span,DERS_Lack of Emotional Awareness Norm,-0.23082201185862555,0.025203015414864655,False
DigitSpan_Backwards_Span,DERS_Limited Access to Emotion Regulation Strategies Norm,-0.11247277841765702,0.28045284002901777,False
DigitSpan_Backwards_Span,DERS_Lack of Emotional Clarity Norm,-0.16076077024798188,0.12165476149791628,False
DigitSpan_Backwards_Span,DERS_Non-Acceptance of Emotional Reactions,-0.16537822361503865,0.11117420709098728,False
DigitSpan_Backwards_Span,DERS_Problems with Goal-Oriented Behavior,-0.14386765758220352,0.1665440769208379,False
DigitSpan_Backwards_Span,DERS_Impulse Control Problems,-0.14007654867918917,0.17811851985913543,False
DigitSpan_Backwards_Span,DERS_Lack of Emotional Awareness,-0.2231440862484044,0.030629534126119334,False
DigitSpan_Backwards_Span,DERS_Limited Access to Emotion Regulation Strategies,-0.11302681595599762,0.27807514303974423,False
DigitSpan_Backwards_Span,DERS_Lack of Emotional Clarity,-0.16113420777878168,0.12077987959303334,False
DigitSpan_Backwards_Span,CERQ_Self-Blame Norm,-0.12685193617005436,0.22309168234239474,False
DigitSpan_Backwards_Span,CERQ_Acceptance Norm,0.12211097501158809,0.24101129742290128,False
DigitSpan_Backwards_Span,CERQ_Rumination Norm,-0.013024667570716845,0.9008445824739476,False
DigitSpan_Backwards_Span,CERQ_Positive Refocusing Norm,0.11894209718297531,0.2535307156719078,False
DigitSpan_Backwards_Span,CERQ_Refocusing on Planning Norm,0.17240416100679318,0.09658848809487455,False
DigitSpan_Backwards_Span,CERQ_Positive Reappraisal Norm,0.11442750612397928,0.27212431053887753,False
DigitSpan_Backwards_Span,CERQ_Putting into Perspective Norm,0.07543232634662692,0.46993266736030687,False
DigitSpan_Backwards_Span,CERQ_Catastrophizing Norm,-0.11530504264763002,0.2684401014331209,False
DigitSpan_Backwards_Span,CERQ_Other-Blame Norm,0.03130319377904222,0.7645521837320791,False
DigitSpan_Backwards_Span,CERQ_Self-Blame,-0.12685193617005444,0.2230916823423931,False
DigitSpan_Backwards_Span,CERQ_Acceptance,0.12211195296642832,0.2410075010870942,False
DigitSpan_Backwards_Span,CERQ_Rumination,-0.01302551916362105,0.9008381323207337,False
DigitSpan_Backwards_Span,CERQ_Positive Refocusing,0.11894297613471463,0.25352718254120643,False
DigitSpan_Backwards_Span,CERQ_Refocusing on Planning,0.17240173870148204,0.09659324358598619,False
DigitSpan_Backwards_Span,CERQ_Positive Reappraisal,0.11442750612397913,0.27212431053887753,False
DigitSpan_Backwards_Span,CERQ_Putting into Perspective,0.07542746069032492,0.46996139388662383,False
DigitSpan_Backwards_Span,CERQ_Catastrophizing,-0.11530694264382856,0.2684321613136501,False
DigitSpan_Backwards_Span,CERQ_Other-Blame,0.03130038719831367,0.764572679938363,False
DigitSpan_Backwards_Total Score,Age,-0.11175240555105119,0.2835646335658773,False
DigitSpan_Backwards_Total Score,Sex_f1_m2,0.05173373835653586,0.620460408162503,False
DigitSpan_Backwards_Total Score,Group_MDD1_HC2,0.16677730611657032,0.1081410833059204,False
DigitSpan_Backwards_Total Score,Factor1,-0.02561592630513865,0.8064000330940947,False
DigitSpan_Backwards_Total Score,Factor2,0.023558449291889244,0.8216814723832622,False
DigitSpan_Backwards_Total Score,Factor3,-0.0017385576095138248,0.9867314566850487,False
DigitSpan_Backwards_Total Score,Factor4,-0.061589516558324224,0.5553896707503228,False
DigitSpan_Backwards_Total Score,Factor5,-0.05355305316446196,0.6082051718411013,False
DigitSpan_Backwards_Total Score,BVAQ_New,0.0024767214064806216,0.9810987272495838,False
DigitSpan_Backwards_Total Score,BDI-II Sum score,-0.22503904444163242,0.02920598322249452,False
DigitSpan_Backwards_Total Score,STAI2,-0.2843940092339424,0.005469147820973763,False
DigitSpan_Backwards_Total Score,STAI1,-0.3436903418179109,0.0006949774033811435,False
DigitSpan_Backwards_Total Score,WMS Correct Norm,0.2558599477610807,0.012808758907929877,False
DigitSpan_Backwards_Total Score,WMS Correct,0.2690562790009546,0.008735448355988626,False
DigitSpan_Backwards_Total Score,DigitSpan_Forwards_Span,0.6156103889098072,4.0296552509904734e-11,True
DigitSpan_Backwards_Total Score,DigitSpan_ForwardsTotal Score,0.6461064474818999,2.0302013723637713e-12,True
DigitSpan_Backwards_Total Score,DigitSpan_Backwards_Span,0.9327200938814637,1.56648541396794e-42,True
DigitSpan_Backwards_Total Score,DigitSpan_Backwards_Total Score,1.0,0.0,True
DigitSpan_Backwards_Total Score,DERS_Total Score,-0.2655783670913424,0.009679842185192385,False
DigitSpan_Backwards_Total Score,DERS_Total Score Norm,-0.27442246660751807,0.007436933545268641,False
DigitSpan_Backwards_Total Score,DERS_Non-Acceptance of Emotional Reactions Norm,-0.2046834023832039,0.04782368287252537,False
DigitSpan_Backwards_Total Score,DERS_Problems with Goal-Oriented Behavior Norm,-0.21196757509109923,0.040269608535268474,False
DigitSpan_Backwards_Total Score,DERS_Impulse Control Problems Norm,-0.2046138524125994,0.04790109784267562,False
DigitSpan_Backwards_Total Score,DERS_Lack of Emotional Awareness Norm,-0.25089518358997664,0.014723020824563964,False
DigitSpan_Backwards_Total Score,DERS_Limited Access to Emotion Regulation Strategies Norm,-0.1877726941317596,0.06993644126818054,False
DigitSpan_Backwards_Total Score,DERS_Lack of Emotional Clarity Norm,-0.23028271443876502,0.02555542423252672,False
DigitSpan_Backwards_Total Score,DERS_Non-Acceptance of Emotional Reactions,-0.1966850366387862,0.05743030804599566,False
DigitSpan_Backwards_Total Score,DERS_Problems with Goal-Oriented Behavior,-0.2154162816543406,0.037056472277994384,False
DigitSpan_Backwards_Total Score,DERS_Impulse Control Problems,-0.20618112553381882,0.04618152630338371,False
DigitSpan_Backwards_Total Score,DERS_Lack of Emotional Awareness,-0.24143520206224298,0.019064125142249234,False
DigitSpan_Backwards_Total Score,DERS_Limited Access to Emotion Regulation Strategies,-0.18810050211133553,0.06944040001558865,False
DigitSpan_Backwards_Total Score,DERS_Lack of Emotional Clarity,-0.2300581708658425,0.025703385810620046,False
DigitSpan_Backwards_Total Score,CERQ_Self-Blame Norm,-0.19339924693975954,0.061809312241681874,False
DigitSpan_Backwards_Total Score,CERQ_Acceptance Norm,0.12255417137655855,0.2392950898585585,False
DigitSpan_Backwards_Total Score,CERQ_Rumination Norm,-0.03582210804643921,0.7317705171860931,False
DigitSpan_Backwards_Total Score,CERQ_Positive Refocusing Norm,0.1462488015639911,0.1595644404700386,False
DigitSpan_Backwards_Total Score,CERQ_Refocusing on Planning Norm,0.20391342122189393,0.04868652638440134,False
DigitSpan_Backwards_Total Score,CERQ_Positive Reappraisal Norm,0.12053404146549995,0.24718677288806282,False
DigitSpan_Backwards_Total Score,CERQ_Putting into Perspective Norm,0.09501936299652332,0.3623037652101626,False
DigitSpan_Backwards_Total Score,CERQ_Catastrophizing Norm,-0.16911422001597035,0.103218933546131,False
DigitSpan_Backwards_Total Score,CERQ_Other-Blame Norm,0.005117074743466763,0.9609604269020613,False
DigitSpan_Backwards_Total Score,CERQ_Self-Blame,-0.19339924693975946,0.061809312241681874,False
DigitSpan_Backwards_Total Score,CERQ_Acceptance,0.12255653990014051,0.2392859409606526,False
DigitSpan_Backwards_Total Score,CERQ_Rumination,-0.03582224791725222,0.7317695095901952,False
DigitSpan_Backwards_Total Score,CERQ_Positive Refocusing,0.14624859505184334,0.1595650362144806,False
DigitSpan_Backwards_Total Score,CERQ_Refocusing on Planning,0.2039095682820195,0.048690876113621606,False
DigitSpan_Backwards_Total Score,CERQ_Positive Reappraisal,0.12053404146549991,0.24718677288806198,False
DigitSpan_Backwards_Total Score,CERQ_Putting into Perspective,0.09501397851371872,0.3623310899981174,False
DigitSpan_Backwards_Total Score,CERQ_Catastrophizing,-0.16911751256110127,0.10321212433967047,False
DigitSpan_Backwards_Total Score,CERQ_Other-Blame,0.005114671934295383,0.9609787442095332,False
DERS_Total Score,Age,-0.11579317311544203,0.26640540964769027,False
DERS_Total Score,Sex_f1_m2,0.05615458067106738,0.5908678899752919,False
DERS_Total Score,Group_MDD1_HC2,-0.7697808130015118,1.2364680259207254e-19,True
DERS_Total Score,Factor1,-0.16216043364182317,0.11840059424494769,False
DERS_Total Score,Factor2,-0.4466267399645339,6.41561317770436e-06,True
DERS_Total Score,Factor3,0.10760388156979585,0.3019313915227729,False
DERS_Total Score,Factor4,0.0668797461854926,0.5218703428042961,False
DERS_Total Score,Factor5,0.4411203148147992,8.585371786549484e-06,True
DERS_Total Score,BVAQ_New,0.4819744053532864,8.720336031404406e-07,True
DERS_Total Score,BDI-II Sum score,0.7864020521523389,5.928217065550675e-21,True
DERS_Total Score,STAI2,0.8649130941841302,2.746984593181058e-29,True
DERS_Total Score,STAI1,0.7543326337886567,1.6711019865630284e-18,True
DERS_Total Score,WMS Correct Norm,-0.11226436413732634,0.281350772081676,False
DERS_Total Score,WMS Correct,-0.11784985685721386,0.25794728172338344,False
DERS_Total Score,DigitSpan_Forwards_Span,-0.1508777587359187,0.14662245638914342,False
DERS_Total Score,DigitSpan_ForwardsTotal Score,-0.18953351441198565,0.06730521922896392,False
DERS_Total Score,DigitSpan_Backwards_Span,-0.19354626059716817,0.06160773965523989,False
DERS_Total Score,DigitSpan_Backwards_Total Score,-0.2655783670913424,0.009679842185192385,False
DERS_Total Score,DERS_Total Score,1.0,0.0,True
DERS_Total Score,DERS_Total Score Norm,0.9982644217928498,5.808620312731223e-115,True
DERS_Total Score,DERS_Non-Acceptance of Emotional Reactions Norm,0.80259421901016,2.3426856024035074e-22,True
DERS_Total Score,DERS_Problems with Goal-Oriented Behavior Norm,0.7960185657196971,9.011100237642918e-22,True
DERS_Total Score,DERS_Impulse Control Problems Norm,0.7250481751487989,1.422605282118941e-16,True
DERS_Total Score,DERS_Lack of Emotional Awareness Norm,0.5933876437588503,2.9274637166964e-10,True
DERS_Total Score,DERS_Limited Access to Emotion Regulation Strategies Norm,0.9241944395438948,3.1190186551163713e-40,True
DERS_Total Score,DERS_Lack of Emotional Clarity Norm,0.7748043094051613,5.0738162198439044e-20,True
DERS_Total Score,DERS_Non-Acceptance of Emotional Reactions,0.8016496312579485,2.851690510297434e-22,True
DERS_Total Score,DERS_Problems with Goal-Oriented Behavior,0.7981674331257336,5.833925675949249e-22,True
DERS_Total Score,DERS_Impulse Control Problems,0.7341055394283665,3.831247425819103e-17,True
DERS_Total Score,DERS_Lack of Emotional Awareness,0.6052470362422474,1.0355396526757334e-10,True
DERS_Total Score,DERS_Limited Access to Emotion Regulation Strategies,0.9244681696941407,2.6574541818231793e-40,True
DERS_Total Score,DERS_Lack of Emotional Clarity,0.7747217488956956,5.149592304025312e-20,True
DERS_Total Score,CERQ_Self-Blame Norm,0.4558055760439708,3.90291585992367e-06,True
DERS_Total Score,CERQ_Acceptance Norm,-0.06573155514152994,0.5290574899894618,False
DERS_Total Score,CERQ_Rumination Norm,0.4625391389051112,2.6854728480459216e-06,True
DERS_Total Score,CERQ_Positive Refocusing Norm,-0.4904732423787857,5.215525277529471e-07,True
DERS_Total Score,CERQ_Refocusing on Planning Norm,-0.552895687977653,7.54464869572073e-09,True
DERS_Total Score,CERQ_Positive Reappraisal Norm,-0.7049303915780449,2.1937723893910567e-15,True
DERS_Total Score,CERQ_Putting into Perspective Norm,-0.5282690762808063,4.4454819439039135e-08,True
DERS_Total Score,CERQ_Catastrophizing Norm,0.6309148181504695,9.37187770438238e-12,True
DERS_Total Score,CERQ_Other-Blame Norm,0.3787302334596393,0.0001672010608773118,False
DERS_Total Score,CERQ_Self-Blame,0.4558055760439707,3.9029158599236305e-06,True
DERS_Total Score,CERQ_Acceptance,-0.06573132342329735,0.5290589454221024,False
DERS_Total Score,CERQ_Rumination,0.46254045250673137,2.6852749015818454e-06,True
DERS_Total Score,CERQ_Positive Refocusing,-0.4904711934599752,5.216180377441889e-07,True
DERS_Total Score,CERQ_Refocusing on Planning,-0.5528938340520299,7.54569721499343e-09,True
DERS_Total Score,CERQ_Positive Reappraisal,-0.7049303915780444,2.1937723893909924e-15,True
DERS_Total Score,CERQ_Putting into Perspective,-0.5282678549304933,4.445857564451448e-08,True
DERS_Total Score,CERQ_Catastrophizing,0.6309156057092261,9.371154891901412e-12,True
DERS_Total Score,CERQ_Other-Blame,0.37873145008840614,0.00016719231144729277,False
DERS_Total Score Norm,Age,-0.11029886116486158,0.2899132892396958,False
DERS_Total Score Norm,Sex_f1_m2,0.02317221619684972,0.8245577497966233,False
DERS_Total Score Norm,Group_MDD1_HC2,-0.7682185646601022,1.6236780149011334e-19,True
DERS_Total Score Norm,Factor1,-0.13394732201672543,0.19805937240997418,False
DERS_Total Score Norm,Factor2,-0.4523934470370758,4.702830784677589e-06,True
DERS_Total Score Norm,Factor3,0.10221768631719814,0.3269143648386558,False
DERS_Total Score Norm,Factor4,0.06504310546324173,0.533390495122304,False
DERS_Total Score Norm,Factor5,0.42999476428392003,1.5232732164021037e-05,True
DERS_Total Score Norm,BVAQ_New,0.47772731822165787,1.1216501522927727e-06,True
DERS_Total Score Norm,BDI-II Sum score,0.7851640968612894,7.502164935479402e-21,True
DERS_Total Score Norm,STAI2,0.8625095771783287,5.842381834587318e-29,True
DERS_Total Score Norm,STAI1,0.751601828026833,2.5956271112062744e-18,True
DERS_Total Score Norm,WMS Correct Norm,-0.11307050011602493,0.27788824472375284,False
DERS_Total Score Norm,WMS Correct,-0.11727990115346165,0.26027266164855223,False
