Speech Feature;Questionnaire;N;Interaction Term;Interaction Coeff;Interaction p-Value;p_adj;significant
word_frequency_mean_pos;CERQ_Acceptance;94;CERQ_Acceptance:Group_recode;0.021086931474695897;0.31442857255902107;0.8147637465475127;False
positive_sentence_ratio_neg;CERQ_Putting_into_Perspective;94;CERQ_Putting_into_Perspective:Group_recode;0.014444677941870942;0.3699810157688864;0.8176376039091412;False
neutral_sentence_ratio_pos;BDI;94;BDI:Group_recode;0.014247781644579254;0.3843563067836152;0.8355144963318828;False
pause_durations_sum_neg;CERQ_Other_Blame;94;CERQ_Other_Blame:Group_recode;-2.1362682121522933;0.38745875928532547;0.8355144963318828;False
negative_sentence_ratio_neg;DERS_Limited_Access_to_Emotion_Regulation_Strategies;94;DERS_Limited_Access_to_Emotion_Regulation_Strategies:Group_recode;0.0075710218024378426;0.3885142407943255;0.8355144963318828;False
duration_neg;DERS_Non_Acceptance_of_Emotional_Reactions;94;DERS_Non_Acceptance_of_Emotional_Reactions:Group_recode;-2.4131349164763867;0.38394183318690067;0.8355144963318828;False
pause_durations_sum_pos;STAI1;94;STAI1:Group_recode;-0.2947099220850562;0.3865596611471581;0.8355144963318828;False
duration_pos;CERQ_Catastrophizing;94;CERQ_Catastrophizing:Group_recode;-1.7888499331617793;0.3947020124980789;0.8442639636530604;False
duration_neg;CERQ_Other_Blame;94;CERQ_Other_Blame:Group_recode;-3.432508458933192;0.39680406291693837;0.8442639636530604;False
word_frequency_mean_pos;CERQ_Rumination;94;CERQ_Rumination:Group_recode;0.01852686951410601;0.40195789495704237;0.8507045395916241;False
word_frequency_mean_pos;CERQ_Putting_into_Perspective;94;CERQ_Putting_into_Perspective:Group_recode;-0.015598859984938963;0.410107223068945;0.8588632943852251;False
pause_durations_mean_neg;CERQ_Positive_Reappraisal;94;CERQ_Positive_Reappraisal:Group_recode;0.01459623111427736;0.4095532248772962;0.8588632943852251;False
pause_durations_sum_neg;CERQ_Catastrophizing;94;CERQ_Catastrophizing:Group_recode;-2.7282994379600893;0.4126573308101559;0.8597027725211581;False
negative_sentence_ratio_pos;DERS_Total_Score;94;DERS_Total_Score:Group_recode;0.0017023843123694362;0.4181009639397416;0.8638327946597603;False
loudness_mean_pos;DERS_Problems_with_Goal_Oriented_Behavior;94;DERS_Problems_with_Goal_Oriented_Behavior:Group_recode;0.3305158857089201;0.4228760914264781;0.8638327946597603;False
positive_sentence_ratio_pos;CERQ_Putting_into_Perspective;94;CERQ_Putting_into_Perspective:Group_recode;-0.016094967416124338;0.42654395350129337;0.8638327946597603;False
word_count_neg;CERQ_Other_Blame;94;CERQ_Other_Blame:Group_recode;-7.209973733573934;0.4321944082019449;0.8638327946597603;False
positive_sentence_ratio_neg;CERQ_Positive_Reappraisal;94;CERQ_Positive_Reappraisal:Group_recode;-0.013262053330808493;0.42350880246264044;0.8638327946597603;False
negative_sentence_ratio_pos;CERQ_Rumination;94;CERQ_Rumination:Group_recode;0.01012765409934141;0.423750068188386;0.8638327946597603;False
duration_pos;BVAQ;94;BVAQ:Group_recode;-0.41522989420136064;0.4686054407011867;0.8638327946597603;False
number_of_pauses_neg;STAI2;94;STAI2:Group_recode;-1.9882619823293397;0.4679439872043677;0.8638327946597603;False
pause_durations_sum_pos;STAI2;94;STAI2:Group_recode;-0.24469955087548018;0.4657609604853392;0.8638327946597603;False
negative_sentence_ratio_pos;DERS_Non_Acceptance_of_Emotional_Reactions;94;DERS_Non_Acceptance_of_Emotional_Reactions:Group_recode;0.005569804190790996;0.46461361906506493;0.8638327946597603;False
negative_sentence_ratio_pos;STAI1;94;STAI1:Group_recode;-0.0037082011631716094;0.462214603277346;0.8638327946597603;False
duration_pos;CERQ_Positive_Refocusing;94;CERQ_Positive_Refocusing:Group_recode;-1.1739198440447631;0.46073243406461406;0.8638327946597603;False
negative_sentence_ratio_neg;DERS_Problems_with_Goal_Oriented_Behavior;94;DERS_Problems_with_Goal_Oriented_Behavior:Group_recode;-0.009244253253066208;0.45943245726671567;0.8638327946597603;False
pause_durations_mean_neg;DERS_Limited_Access_to_Emotion_Regulation_Strategies;94;DERS_Limited_Access_to_Emotion_Regulation_Strategies:Group_recode;-0.008082651659969818;0.4591598791791537;0.8638327946597603;False
word_frequency_mean_neg;CERQ_Rumination;94;CERQ_Rumination:Group_recode;-0.01146762959507442;0.458681747613505;0.8638327946597603;False
negative_sentence_ratio_neg;CERQ_Putting_into_Perspective;94;CERQ_Putting_into_Perspective:Group_recode;-0.010151877774826184;0.4569063191976338;0.8638327946597603;False
neutral_sentence_ratio_neg;CERQ_Positive_Reappraisal;94;CERQ_Positive_Reappraisal:Group_recode;0.012167938874738585;0.454603854511323;0.8638327946597603;False
duration_neg;CERQ_Refocusing_on_Planning;94;CERQ_Refocusing_on_Planning:Group_recode;2.9367242914949605;0.44982470958558063;0.8638327946597603;False
negative_sentence_ratio_pos;DERS_Limited_Access_to_Emotion_Regulation_Strategies;94;DERS_Limited_Access_to_Emotion_Regulation_Strategies:Group_recode;0.005181939355398138;0.44920936798797484;0.8638327946597603;False
word_frequency_mean_pos;STAI2;94;STAI2:Group_recode;-0.006607027812151729;0.4436849760494027;0.8638327946597603;False
neutral_sentence_ratio_pos;STAI2;94;STAI2:Group_recode;-0.007218082982178652;0.4337900192996247;0.8638327946597603;False
positive_sentence_ratio_pos;DERS_Problems_with_Goal_Oriented_Behavior;94;DERS_Problems_with_Goal_Oriented_Behavior:Group_recode;-0.014096898448424667;0.4396907737224742;0.8638327946597603;False
number_of_pauses_neg;CERQ_Catastrophizing;94;CERQ_Catastrophizing:Group_recode;-6.080168832924132;0.46862929110291995;0.8638327946597603;False
pause_durations_mean_pos;CERQ_Positive_Reappraisal;94;CERQ_Positive_Reappraisal:Group_recode;0.01712856440011496;0.44015385254723105;0.8638327946597603;False
positive_sentence_ratio_pos;CERQ_Positive_Reappraisal;94;CERQ_Positive_Reappraisal:Group_recode;-0.016100183002913774;0.4406364780835763;0.8638327946597603;False
pause_durations_sum_pos;CERQ_Catastrophizing;94;CERQ_Catastrophizing:Group_recode;-0.6846108861313351;0.48865399052876657;0.8804175508481928;False
loudness_mean_pos;CERQ_Putting_into_Perspective;94;CERQ_Putting_into_Perspective:Group_recode;0.3139098338670808;0.4908327845978675;0.8804175508481928;False
pause_durations_sum_pos;BDI;94;BDI:Group_recode;-0.38638588040342475;0.48817988854434824;0.8804175508481928;False
loudness_mean_pos;DERS_Impulse_Control_Problems;94;DERS_Impulse_Control_Problems:Group_recode;0.23725613496606313;0.48780717603661383;0.8804175508481928;False
pause_durations_mean_pos;DERS_Total_Score;94;DERS_Total_Score:Group_recode;0.0029456724464541283;0.48204182524079653;0.8804175508481928;False
pause_durations_mean_neg;CERQ_Other_Blame;94;CERQ_Other_Blame:Group_recode;-0.01241643750397687;0.48491513833534605;0.8804175508481928;False
neutral_sentence_ratio_neg;BDI;94;BDI:Group_recode;-0.008451126171018564;0.4935608711307058;0.8813586984476889;False
positive_sentence_ratio_neg;DERS_Limited_Access_to_Emotion_Regulation_Strategies;94;DERS_Limited_Access_to_Emotion_Regulation_Strategies:Group_recode;0.006938990862530566;0.49762925969322924;0.8841703685432559;False
word_frequency_mean_neg;STAI2;94;STAI2:Group_recode;-0.004034454930509794;0.5027196741648055;0.8841703685432559;False
pause_durations_mean_pos;CERQ_Catastrophizing;94;CERQ_Catastrophizing:Group_recode;-0.01973753888526649;0.5096721906399463;0.8841703685432559;False
pause_durations_mean_neg;CERQ_Self_Blame;94;CERQ_Self_Blame:Group_recode;-0.011029494505708205;0.5099478386824309;0.8841703685432559;False
word_frequency_mean_neg;DERS_Non_Acceptance_of_Emotional_Reactions;94;DERS_Non_Acceptance_of_Emotional_Reactions:Group_recode;-0.0062302314225708595;0.5036959335602929;0.8841703685432559;False
negative_sentence_ratio_neg;DERS_Impulse_Control_Problems;94;DERS_Impulse_Control_Problems:Group_recode;0.006921380746910288;0.5087588540061275;0.8841703685432559;False
pause_durations_mean_pos;DERS_Impulse_Control_Problems;94;DERS_Impulse_Control_Problems:Group_recode;0.010790528770539572;0.5112519599818337;0.8841703685432559;False
positive_sentence_ratio_neg;STAI2;94;STAI2:Group_recode;0.0047904147958505285;0.5128188137550884;0.8841703685432559;False
pause_durations_sum_pos;CERQ_Putting_into_Perspective;94;CERQ_Putting_into_Perspective:Group_recode;-0.4710623391814307;0.5218068292269942;0.8844183546220241;False
pause_durations_sum_neg;DERS_Problems_with_Goal_Oriented_Behavior;94;DERS_Problems_with_Goal_Oriented_Behavior:Group_recode;1.404306381690453;0.5197113266403219;0.8844183546220241;False
number_of_pauses_neg;CERQ_Other_Blame;94;CERQ_Other_Blame:Group_recode;-4.026867983211884;0.5186360718279178;0.8844183546220241;False
number_of_pauses_pos;CERQ_Catastrophizing;94;CERQ_Catastrophizing:Group_recode;-2.714913643528309;0.5180433603163157;0.8844183546220241;False
word_count_neg;CERQ_Rumination;94;CERQ_Rumination:Group_recode;6.596307767878904;0.5275826108367281;0.8904347862223259;False
word_count_pos;CERQ_Positive_Refocusing;94;CERQ_Positive_Refocusing:Group_recode;-2.779267410646708;0.5332567342081727;0.8962298053918869;False
negative_sentence_ratio_pos;BDI;94;BDI:Group_recode;-0.0052409627341998034;0.5363077296258878;0.8975861583696867;False
pause_durations_mean_neg;STAI1;94;STAI1:Group_recode;-0.00482549920752102;0.5495150355439264;0.9026255821144997;False
number_of_pauses_pos;BVAQ;94;BVAQ:Group_recode;-0.668413366593794;0.5483047227667979;0.9026255821144997;False
word_frequency_mean_pos;BDI;94;BDI:Group_recode;-0.008827638254588904;0.5515607172425625;0.9026255821144997;False
neutral_sentence_ratio_pos;CERQ_Acceptance;94;CERQ_Acceptance:Group_recode;0.013731618805272575;0.5552801217496719;0.9026255821144997;False
word_frequency_mean_neg;DERS_Problems_with_Goal_Oriented_Behavior;94;DERS_Problems_with_Goal_Oriented_Behavior:Group_recode;-0.007071886747914313;0.55583359340927;0.9026255821144997;False
neutral_sentence_ratio_neg;DERS_Lack_of_Emotional_Awareness;94;DERS_Lack_of_Emotional_Awareness:Group_recode;0.007091374954830653;0.550761463153047;0.9026255821144997;False
loudness_mean_pos;BDI;94;BDI:Group_recode;0.20436119142256537;0.5669262295166866;0.9026255821144997;False
pause_durations_mean_pos;CERQ_Acceptance;94;CERQ_Acceptance:Group_recode;-0.012411580372050975;0.6056684563566521;0.9026255821144997;False
pause_durations_sum_neg;BDI;94;BDI:Group_recode;-0.9657813514999127;0.6012136513222754;0.9026255821144997;False
number_of_pauses_pos;CERQ_Positive_Refocusing;94;CERQ_Positive_Refocusing:Group_recode;-1.6530740992080606;0.5976311567163779;0.9026255821144997;False
pause_durations_sum_neg;CERQ_Positive_Reappraisal;94;CERQ_Positive_Reappraisal:Group_recode;-1.311271307743326;0.5971959579311635;0.9026255821144997;False
pause_durations_mean_neg;DERS_Total_Score;94;DERS_Total_Score:Group_recode;-0.0017824586263255292;0.5936101435757797;0.9026255821144997;False
positive_sentence_ratio_pos;CERQ_Rumination;94;CERQ_Rumination:Group_recode;0.012673538269264532;0.5922014187915701;0.9026255821144997;False
loudness_mean_neg;CERQ_Other_Blame;94;CERQ_Other_Blame:Group_recode;-0.30250325386939547;0.5915020206354243;0.9026255821144997;False
negative_sentence_ratio_neg;DERS_Total_Score;94;DERS_Total_Score:Group_recode;0.0014540422151456934;0.590740570861807;0.9026255821144997;False
word_frequency_mean_pos;CERQ_Catastrophizing;94;CERQ_Catastrophizing:Group_recode;-0.014564922175811512;0.583563746217149;0.9026255821144997;False
word_frequency_mean_pos;CERQ_Other_Blame;94;CERQ_Other_Blame:Group_recode;-0.010797536361883811;0.5825536928624754;0.9026255821144997;False
number_of_pauses_neg;CERQ_Rumination;94;CERQ_Rumination:Group_recode;3.9194545628992845;0.5804958163026117;0.9026255821144997;False
neutral_sentence_ratio_pos;DERS_Limited_Access_to_Emotion_Regulation_Strategies;94;DERS_Limited_Access_to_Emotion_Regulation_Strategies:Group_recode;-0.007392876640083175;0.5762864843723557;0.9026255821144997;False
loudness_mean_neg;CERQ_Acceptance;94;CERQ_Acceptance:Group_recode;-0.3314832890910052;0.5761197148369205;0.9026255821144997;False
pause_durations_mean_pos;DERS_Limited_Access_to_Emotion_Regulation_Strategies;94;DERS_Limited_Access_to_Emotion_Regulation_Strategies:Group_recode;0.007680457377706736;0.575176919491611;0.9026255821144997;False
word_frequency_mean_pos;DERS_Limited_Access_to_Emotion_Regulation_Strategies;94;DERS_Limited_Access_to_Emotion_Regulation_Strategies:Group_recode;-0.006836185378592763;0.5700469170843789;0.9026255821144997;False
positive_sentence_ratio_pos;BDI;94;BDI:Group_recode;-0.009006843780669557;0.5691606718502982;0.9026255821144997;False
duration_pos;BDI;94;BDI:Group_recode;-0.5706374807856069;0.625068215614291;0.9026255821144997;False
loudness_mean_pos;DERS_Limited_Access_to_Emotion_Regulation_Strategies;94;DERS_Limited_Access_to_Emotion_Regulation_Strategies:Group_recode;0.14208638830192588;0.62324626523966;0.9026255821144997;False
negative_sentence_ratio_neg;DERS_Lack_of_Emotional_Clarity;94;DERS_Lack_of_Emotional_Clarity:Group_recode;0.007829980722988673;0.624158350592205;0.9026255821144997;False
negative_sentence_ratio_neg;BVAQ;94;BVAQ:Group_recode;-0.0026160499480984505;0.6247910569341991;0.9026255821144997;False
loudness_mean_pos;CERQ_Refocusing_on_Planning;94;CERQ_Refocusing_on_Planning:Group_recode;0.2215971481355492;0.6228844330937501;0.9026255821144997;False
loudness_mean_neg;DERS_Problems_with_Goal_Oriented_Behavior;94;DERS_Problems_with_Goal_Oriented_Behavior:Group_recode;0.24351653431960907;0.620795652390537;0.9026255821144997;False
neutral_sentence_ratio_pos;DERS_Total_Score;94;DERS_Total_Score:Group_recode;0.001998590945071095;0.6224750625526474;0.9026255821144997;False
word_count_neg;BDI;94;BDI:Group_recode;-3.321465470742568;0.6226733273019431;0.9026255821144997;False
pause_durations_sum_pos;BVAQ;94;BVAQ:Group_recode;-0.1347342055942807;0.6194445817963394;0.9026255821144997;False
word_count_neg;CERQ_Putting_into_Perspective;94;CERQ_Putting_into_Perspective:Group_recode;4.434950544563484;0.6188619977334009;0.9026255821144997;False
word_frequency_mean_neg;DERS_Impulse_Control_Problems;94;DERS_Impulse_Control_Problems:Group_recode;-0.0050719490850646;0.6117584297088305;0.9026255821144997;False
positive_sentence_ratio_pos;DERS_Lack_of_Emotional_Awareness;94;DERS_Lack_of_Emotional_Awareness:Group_recode;-0.007559593492592947;0.6204965441175447;0.9026255821144997;False
number_of_pauses_pos;CERQ_Other_Blame;94;CERQ_Other_Blame:Group_recode;1.621250353145986;0.6096087767284879;0.9026255821144997;False
duration_neg;BDI;94;BDI:Group_recode;-1.8252728534780323;0.5420963172428745;0.9026255821144997;False
neutral_sentence_ratio_neg;DERS_Problems_with_Goal_Oriented_Behavior;94;DERS_Problems_with_Goal_Oriented_Behavior:Group_recode;-0.008283685480090328;0.5634141277073108;0.9026255821144997;False
duration_neg;DERS_Problems_with_Goal_Oriented_Behavior;94;DERS_Problems_with_Goal_Oriented_Behavior:Group_recode;1.703619718063853;0.6347217784376282;0.9083130068382275;False
neutral_sentence_ratio_neg;CERQ_Rumination;94;CERQ_Rumination:Group_recode;-0.00875871746635707;0.6358191047867592;0.9083130068382275;False
pause_durations_mean_pos;CERQ_Putting_into_Perspective;94;CERQ_Putting_into_Perspective:Group_recode;-0.010287964151869257;0.6329540320607078;0.9083130068382275;False
word_frequency_mean_pos;DERS_Total_Score;94;DERS_Total_Score:Group_recode;-0.0017183071086671435;0.6404988218953034;0.9117420952246311;False
word_count_pos;CERQ_Positive_Reappraisal;94;CERQ_Positive_Reappraisal:Group_recode;2.07811258595393;0.6431735752842442;0.9123029436655947;False
pause_durations_mean_neg;CERQ_Refocusing_on_Planning;94;CERQ_Refocusing_on_Planning:Group_recode;0.007553241316655358;0.6566913291452918;0.9131836144835698;False
word_frequency_mean_neg;DERS_Total_Score;94;DERS_Total_Score:Group_recode;-0.0011415983554108576;0.6576352706334526;0.9131836144835698;False
number_of_pauses_neg;BDI;94;BDI:Group_recode;-2.0073559481214374;0.6620581205005881;0.9131836144835698;False
positive_sentence_ratio_neg;CERQ_Refocusing_on_Planning;94;CERQ_Refocusing_on_Planning:Group_recode;-0.006955947629944208;0.6620526681021777;0.9131836144835698;False
word_frequency_mean_pos;DERS_Lack_of_Emotional_Clarity;94;DERS_Lack_of_Emotional_Clarity:Group_recode;0.009973719899519812;0.6479239271689311;0.9131836144835698;False
neutral_sentence_ratio_neg;STAI2;94;STAI2:Group_recode;-0.00326981945813483;0.6500369858570942;0.9131836144835698;False
positive_sentence_ratio_neg;DERS_Total_Score;94;DERS_Total_Score:Group_recode;0.0014041203415320808;0.6541128721997669;0.9131836144835698;False
loudness_mean_neg;CERQ_Self_Blame;94;CERQ_Self_Blame:Group_recode;-0.23265887545021613;0.6528118941641985;0.9131836144835698;False
duration_neg;STAI2;94;STAI2:Group_recode;-0.775748965644123;0.6663636791239625;0.9159638201016667;False
pause_durations_sum_neg;CERQ_Refocusing_on_Planning;94;CERQ_Refocusing_on_Planning:Group_recode;0.9708469527672133;0.6826883706817716;0.9238776771354446;False
pause_durations_mean_neg;STAI2;94;STAI2:Group_recode;-0.0032023209524077697;0.683669481080229;0.9238776771354446;False
negative_sentence_ratio_neg;BDI;94;BDI:Group_recode;0.00452318213858092;0.6767499359131083;0.9238776771354446;False
neutral_sentence_ratio_pos;DERS_Impulse_Control_Problems;94;DERS_Impulse_Control_Problems:Group_recode;-0.0065245907499032595;0.6821518451647421;0.9238776771354446;False
neutral_sentence_ratio_neg;CERQ_Catastrophizing;94;CERQ_Catastrophizing:Group_recode;0.008946479112356444;0.6825009709808143;0.9238776771354446;False
pause_durations_mean_pos;STAI2;94;STAI2:Group_recode;0.0037712857699813158;0.7012543516874494;0.938132911956454;False
pause_durations_mean_neg;DERS_Lack_of_Emotional_Awareness;94;DERS_Lack_of_Emotional_Awareness:Group_recode;0.004996002552045906;0.6998244031091674;0.938132911956454;False
neutral_sentence_ratio_neg;DERS_Lack_of_Emotional_Clarity;94;DERS_Lack_of_Emotional_Clarity:Group_recode;-0.007028972941354134;0.6975564203942666;0.938132911956454;False
duration_neg;CERQ_Putting_into_Perspective;94;CERQ_Putting_into_Perspective:Group_recode;1.463946736627019;0.7107604081845146;0.9382975685604154;False
pause_durations_mean_neg;CERQ_Positive_Refocusing;94;CERQ_Positive_Refocusing:Group_recode;0.006657198921017179;0.7063450144994352;0.9382975685604154;False
neutral_sentence_ratio_neg;DERS_Non_Acceptance_of_Emotional_Reactions;94;DERS_Non_Acceptance_of_Emotional_Reactions:Group_recode;0.004125804064573127;0.7104055893382502;0.9382975685604154;False
word_frequency_mean_pos;CERQ_Self_Blame;94;CERQ_Self_Blame:Group_recode;0.006915889712614809;0.7087502784179024;0.9382975685604154;False
neutral_sentence_ratio_pos;CERQ_Catastrophizing;94;CERQ_Catastrophizing:Group_recode;0.01068607105138479;0.7161982451548043;0.9392763870882681;False
positive_sentence_ratio_pos;BVAQ;94;BVAQ:Group_recode;-0.0028439432247674592;0.7148179826498514;0.9392763870882681;False
positive_sentence_ratio_neg;DERS_Lack_of_Emotional_Awareness;94;DERS_Lack_of_Emotional_Awareness:Group_recode;-0.004278309091252994;0.7248710379170793;0.9444573783935887;False
negative_sentence_ratio_neg;STAI1;94;STAI1:Group_recode;0.0023076302919490545;0.7227183796866327;0.9444573783935887;False
positive_sentence_ratio_neg;BVAQ;94;BVAQ:Group_recode;0.0020776994726422237;0.7356172147492825;0.946131465915476;False
duration_pos;CERQ_Other_Blame;94;CERQ_Other_Blame:Group_recode;0.5550211612215783;0.7303554495568554;0.946131465915476;False
negative_sentence_ratio_pos;DERS_Impulse_Control_Problems;94;DERS_Impulse_Control_Problems:Group_recode;0.002751778387349975;0.7347575734820146;0.946131465915476;False
duration_neg;CERQ_Positive_Reappraisal;94;CERQ_Positive_Reappraisal:Group_recode;-1.395041320779022;0.7320591725730096;0.946131465915476;False
neutral_sentence_ratio_neg;CERQ_Self_Blame;94;CERQ_Self_Blame:Group_recode;-0.005062918237706965;0.7414853825548362;0.9463471154229394;False
positive_sentence_ratio_neg;CERQ_Rumination;94;CERQ_Rumination:Group_recode;0.005844826677300508;0.7570776923383515;0.9463471154229394;False
word_count_pos;CERQ_Other_Blame;94;CERQ_Other_Blame:Group_recode;1.4004703522806201;0.7564048674315813;0.9463471154229394;False
neutral_sentence_ratio_pos;DERS_Lack_of_Emotional_Awareness;94;DERS_Lack_of_Emotional_Awareness:Group_recode;-0.004914459910917097;0.7555555617383799;0.9463471154229394;False
positive_sentence_ratio_neg;BDI;94;BDI:Group_recode;0.003927957640885507;0.7548378029519947;0.9463471154229394;False
loudness_mean_pos;DERS_Non_Acceptance_of_Emotional_Reactions;94;DERS_Non_Acceptance_of_Emotional_Reactions:Group_recode;0.10065997680079286;0.7540486393496629;0.9463471154229394;False
pause_durations_mean_pos;DERS_Lack_of_Emotional_Clarity;94;DERS_Lack_of_Emotional_Clarity:Group_recode;0.007912625542109579;0.7507091144573377;0.9463471154229394;False
pause_durations_sum_neg;CERQ_Rumination;94;CERQ_Rumination:Group_recode;0.8964649254685513;0.7502993365166997;0.9463471154229394;False
positive_sentence_ratio_neg;STAI1;94;STAI1:Group_recode;-0.002414758201777187;0.7490141804244028;0.9463471154229394;False
word_count_neg;DERS_Impulse_Control_Problems;94;DERS_Impulse_Control_Problems:Group_recode;2.0475463482405605;0.7625096559840636;0.9465338571109215;False
pause_durations_mean_neg;DERS_Non_Acceptance_of_Emotional_Reactions;94;DERS_Non_Acceptance_of_Emotional_Reactions:Group_recode;0.003666021160317102;0.7618257210458923;0.9465338571109215;False
number_of_pauses_neg;DERS_Problems_with_Goal_Oriented_Behavior;94;DERS_Problems_with_Goal_Oriented_Behavior:Group_recode;1.605328889127125;0.7706290884372504;0.9465338571109215;False
number_of_pauses_pos;CERQ_Positive_Reappraisal;94;CERQ_Positive_Reappraisal:Group_recode;0.9149468235060114;0.771425093545401;0.9465338571109215;False
duration_pos;CERQ_Positive_Reappraisal;94;CERQ_Positive_Reappraisal:Group_recode;0.47626722077403705;0.7660636716774618;0.9465338571109215;False
pause_durations_sum_neg;DERS_Non_Acceptance_of_Emotional_Reactions;94;DERS_Non_Acceptance_of_Emotional_Reactions:Group_recode;-0.4987780017633872;0.7684560550373993;0.9465338571109215;False
positive_sentence_ratio_pos;STAI2;94;STAI2:Group_recode;0.0025874873441027926;0.7744658117106524;0.9473587910833668;False
pause_durations_mean_pos;CERQ_Positive_Refocusing;94;CERQ_Positive_Refocusing:Group_recode;-0.005918125003522089;0.7891981665413298;0.947985785635231;False
neutral_sentence_ratio_neg;CERQ_Putting_into_Perspective;94;CERQ_Putting_into_Perspective:Group_recode;-0.004292793369201674;0.7827647403259702;0.947985785635231;False
pause_durations_sum_neg;DERS_Impulse_Control_Problems;94;DERS_Impulse_Control_Problems:Group_recode;0.4992835935082026;0.7846232049528632;0.947985785635231;False
word_count_pos;CERQ_Putting_into_Perspective;94;CERQ_Putting_into_Perspective:Group_recode;1.1802952965363276;0.7864846940968568;0.947985785635231;False
pause_durations_sum_neg;STAI2;94;STAI2:Group_recode;0.30478426863715885;0.7811623241236544;0.947985785635231;False
negative_sentence_ratio_neg;DERS_Lack_of_Emotional_Awareness;94;DERS_Lack_of_Emotional_Awareness:Group_recode;-0.002813058176292851;0.7885429742982961;0.947985785635231;False
word_frequency_mean_neg;STAI1;94;STAI1:Group_recode;0.0016213886775631858;0.7934322798547688;0.9502182992272681;False
loudness_mean_neg;CERQ_Catastrophizing;94;CERQ_Catastrophizing:Group_recode;-0.1894913592571834;0.8034783995620366;0.9505051134596985;False
word_count_neg;DERS_Problems_with_Goal_Oriented_Behavior;94;DERS_Problems_with_Goal_Oriented_Behavior:Group_recode;2.054527167112106;0.8000339954299869;0.9505051134596985;False
negative_sentence_ratio_neg;STAI2;94;STAI2:Group_recode;-0.0015206038782989136;0.8101515609466247;0.9505051134596985;False
number_of_pauses_pos;CERQ_Putting_into_Perspective;94;CERQ_Putting_into_Perspective:Group_recode;0.740860540422736;0.8085498909930412;0.9505051134596985;False
number_of_pauses_pos;DERS_Problems_with_Goal_Oriented_Behavior;94;DERS_Problems_with_Goal_Oriented_Behavior:Group_recode;0.6750673901691393;0.807680881429175;0.9505051134596985;False
positive_sentence_ratio_pos;DERS_Impulse_Control_Problems;94;DERS_Impulse_Control_Problems:Group_recode;0.0037728164952213093;0.8052224406697679;0.9505051134596985;False
word_count_pos;BDI;94;BDI:Group_recode;-0.7849902669196906;0.810305609224393;0.9505051134596985;False
number_of_pauses_neg;DERS_Impulse_Control_Problems;94;DERS_Impulse_Control_Problems:Group_recode;1.0584271891655836;0.8178359634485024;0.951126387432022;False
loudness_mean_pos;CERQ_Acceptance;94;CERQ_Acceptance:Group_recode;0.1195727150109881;0.8133246911048422;0.951126387432022;False
number_of_pauses_pos;BDI;94;BDI:Group_recode;-0.5340322481838911;0.817968693191539;0.951126387432022;False
loudness_mean_pos;CERQ_Positive_Refocusing;94;CERQ_Positive_Refocusing:Group_recode;0.10003277170084668;0.8304898154024549;0.9628867424955999;False
negative_sentence_ratio_neg;CERQ_Other_Blame;94;CERQ_Other_Blame:Group_recode;0.002472886592669316;0.8641976045117367;0.9628942668654448;False
positive_sentence_ratio_pos;DERS_Limited_Access_to_Emotion_Regulation_Strategies;94;DERS_Limited_Access_to_Emotion_Regulation_Strategies:Group_recode;0.0022109282285054967;0.8615807794998758;0.9628942668654448;False
word_frequency_mean_neg;DERS_Limited_Access_to_Emotion_Regulation_Strategies;94;DERS_Limited_Access_to_Emotion_Regulation_Strategies:Group_recode;-0.0014420720324575254;0.863544575289094;0.9628942668654448;False
word_count_pos;DERS_Problems_with_Goal_Oriented_Behavior;94;DERS_Problems_with_Goal_Oriented_Behavior:Group_recode;0.7118664596217332;0.8568784387384717;0.9628942668654448;False
negative_sentence_ratio_neg;CERQ_Rumination;94;CERQ_Rumination:Group_recode;0.0029138814197728225;0.8580938915838496;0.9628942668654448;False
negative_sentence_ratio_pos;CERQ_Other_Blame;94;CERQ_Other_Blame:Group_recode;-0.002079648375083034;0.853566312512539;0.9628942668654448;False
duration_neg;DERS_Impulse_Control_Problems;94;DERS_Impulse_Control_Problems:Group_recode;0.5240759515689204;0.8612244614571994;0.9628942668654448;False
word_frequency_mean_neg;DERS_Lack_of_Emotional_Awareness;94;DERS_Lack_of_Emotional_Awareness:Group_recode;-0.001930656318434032;0.846768720762089;0.9628942668654448;False
duration_pos;CERQ_Putting_into_Perspective;94;CERQ_Putting_into_Perspective:Group_recode;-0.3147104342912721;0.8396816099729669;0.9628942668654448;False
negative_sentence_ratio_neg;CERQ_Positive_Refocusing;94;CERQ_Positive_Refocusing:Group_recode;-0.0028234301718201467;0.8425285497259946;0.9628942668654448;False
pause_durations_mean_pos;DERS_Problems_with_Goal_Oriented_Behavior;94;DERS_Problems_with_Goal_Oriented_Behavior:Group_recode;-0.003945976753275541;0.8403229479778287;0.9628942668654448;False
positive_sentence_ratio_neg;CERQ_Acceptance;94;CERQ_Acceptance:Group_recode;-0.003316560868977114;0.8528950817987079;0.9628942668654448;False
positive_sentence_ratio_neg;CERQ_Other_Blame;94;CERQ_Other_Blame:Group_recode;-0.0032426393753961086;0.846580856490205;0.9628942668654448;False
word_frequency_mean_neg;DERS_Lack_of_Emotional_Clarity;94;DERS_Lack_of_Emotional_Clarity:Group_recode;0.0029691971397670866;0.8457676918037177;0.9628942668654448;False
pause_durations_sum_neg;CERQ_Putting_into_Perspective;94;CERQ_Putting_into_Perspective:Group_recode;-0.34851789515997844;0.8849850008904954;0.9833166676561059;False
